index_id,name,child_uuid,child_name
34,Dental Disorders,91fad77a-e814-405d-8677-0383940de7c6,DENTAL CARIES ON PIT AND FISSURE SURFACE PENETRATING INTO PULP
34,Dental Disorders,d93c1267-2812-4e26-8934-d41891545cf2,DENTAL CARIES ON SMOOTH SURFACE
34,Dental Disorders,1847f625-3139-48dd-9969-e4ca436c3f21,DENTAL CARIES ON SMOOTH SURFACE LIMITED TO ENAMEL
34,Dental Disorders,7ad2dbc8-f46c-4e8d-9313-4d7915a8a0f3,DENTAL CARIES ON SMOOTH SURFACE PENETRATING INTO DENTIN
34,Dental Disorders,f11385d5-57c2-4cd3-9b8a-20ada039b9b4,DENTAL CARIES ON SMOOTH SURFACE PENETRATING INTO PULP
34,Dental Disorders,e770d9f4-4e14-11e4-8a57-0800271c1b75,"Dental caries, unspec."
34,Dental Disorders,be849fbc-0452-4726-8a4e-af3ac8ddb333,DENTAL ROOT CARIES
34,Dental Disorders,e77450cb-4e14-11e4-8a57-0800271c1b75,"Dental, unspec."
34,Dental Disorders,951a9f0a-89b1-4ae3-8fab-43543eff6a75,FRACTURED DENTAL RESTORATIVE MATERIAL
34,Dental Disorders,f260ff81-ab7d-4fd0-95cf-819912e7af6a,FRACTURED DENTAL RESTORATIVE MATERIAL WITHOUT LOSS OF MATERIAL
34,Dental Disorders,2d963b63-1370-4600-ac98-1b48dd2e0e52,POSTERUPTIVE COLOR CHANGES OF DENTAL HARD TISSUES
34,Dental Disorders,9a7482d3-2898-4f16-998c-935f7e510b64,RETAINED DENTAL ROOT
34,Dental Disorders,2464f10f-95cb-4288-ae33-1efa80c0181f,UNREPAIRABLE OVERHANGING OF DENTAL RESTORATIVE MATERIALS
34,Dental Disorders,7840ad4f-7080-4fa5-b864-ba344442f477,UNSPECIFIED DENTAL CARIES
35,Mental Disorders,f809f579-f088-410c-b501-f58c4dbe09b3,Mental Disorders
36,Jiggers Infestation,4438ed06-3973-43fb-b8f3-70c41fd7c7b0,Jiggers Infestation
37,Diseases of the Skin,ef57bc0c-4e14-11e4-8a57-0800271c1b75,"Foreign body, skin, superficial, unspec."
37,Diseases of the Skin,dc5e310f-4e14-11e4-8a57-0800271c1b75,"Moniliasis, skin/nails"
37,Diseases of the Skin,ea9566e3-4e14-11e4-8a57-0800271c1b75,"Other skin disease, unspec."
37,Diseases of the Skin,dd21b6d6-4e14-11e4-8a57-0800271c1b75,"Skin, soft tissue neoplasm, unspec."
37,Diseases of the Skin,dcd3d54c-4e14-11e4-8a57-0800271c1b75,"Skin, uncertain behavior"
37,Diseases of the Skin,dd2848f9-4e14-11e4-8a57-0800271c1b75,"Skin, unspec."
37,Diseases of the Skin,ed7cbb2e-4e14-11e4-8a57-0800271c1b75,Skin/temperature problem
37,Diseases of the Skin,eae09446-4e14-11e4-8a57-0800271c1b75,"Ulcer, skin, chronic, unspec."
38,"Anthritis, joint pains etc",f007aa45-4e14-11e4-8a57-0800271c1b75,"Anthritis, joint pains etc"
39,Poisoning,b03bc618-f2da-4569-9859-4a67b456eb60,Poisoning
40,Road Traffic Injuries,49c17c49-ff6e-4e78-abb1-c5907a5a460a,Road Traffic Injuries
41,Deaths Due to road traffic Injuries,c648514e-3af7-42e6-8d11-bb705bd0722d,Deaths Due to road traffic Injuries
42,Other Inuries,343061c1-aba1-4725-bacb-2a22e0f338e2,"Accidents - Fractures, Injuries e.t.c"
42,Other Inuries,ef07112b-4e14-11e4-8a57-0800271c1b75,"Cold injury, unspec."
42,Other Inuries,ef1876c6-4e14-11e4-8a57-0800271c1b75,"Crushing injury, unspec."
42,Other Inuries,ef61906d-4e14-11e4-8a57-0800271c1b75,"Heat injury, unspec."
42,Other Inuries,829ad21b-a954-4f94-a42e-acf8ae5752e4,INJURY: UNSPECIFIED
42,Other Inuries,17abf90e-d7b3-4f01-901e-52c7170b1148,UNSPECIFIED INJURY OF HEAD: INITIAL ENCOUNTER
42,Other Inuries,f9892601-6894-443d-9f29-ec3e3c9f8ad4,Other Inuries
43,Sexual Violence,7d03e5e2-bbfc-4bdc-84c2-4867abb3ce29,Sexual Violence
44,Violence Related Injuries,d1e49080-3f13-4538-87ec-b50870890a78,Violence Related Injuries
45,Burns,2c983e20-62fa-4f21-8b2c-89507af63ddd,Burns
46,Snake Bites,94aa0207-2aa1-475e-adca-3f941af0cec7,Snake Bites
47,Dog Bites,902dd4d8-1d15-4f72-a800-8096b7b6cf21,Dog Bites
48,Other Bites,ef65d2a0-4e14-11e4-8a57-0800271c1b75,Insect Bite
48,Other Bites,bdbc6ba2-c3f3-4a25-8763-560000fe3fea,Other Bites
49,Diabetes,de047844-4e14-11e4-8a57-0800271c1b75,"Diabetes I, uncomplicated"
49,Diabetes,de07c5d2-4e14-11e4-8a57-0800271c1b75,"Diabetes I, w/ unspec. complications"
49,Diabetes,de0be4e3-4e14-11e4-8a57-0800271c1b75,"Diabetes II, uncomplicated"
49,Diabetes,de0dfacb-4e14-11e4-8a57-0800271c1b75,"Diabetes II, w/ unspec. complications"
49,Diabetes,70124a02-a1d6-4c14-930e-366e9a171813,"Diagnosis, Diabetes"
50,Epilepsy,534fbdcf-9fe9-4e0c-b164-aafb861ad11e,Epilepsy
51,Brucellosis,2a6314c1-e652-40eb-b4b3-74b4f10cba84,Brucellosis
52,Cardovascualar conditions,30edca67-b808-44d1-8fca-16e790d2912a,Cardovascualar conditions
53,Central Nervous SYsyem Conditions,2b985aa9-92fd-4c11-a8c3-8b29309e9c25,Central Nervous SYsyem Conditions
54,Overweight(BMI > 25),deef5de0-4e14-11e4-8a57-0800271c1b75,Overweight(BMI > 25)
55,Muscular Skeleton Conditions,1be2191d-72ad-467e-a446-64b97e4a4941,Muscular Skeleton Conditions
56,Fistula (Birth related),efff2a60-4e14-11e4-8a57-0800271c1b75,Anal fissure and fistula
57,Suspected Neoplams/Cancers,f2462974-4e14-11e4-8a57-0800271c1b75,"Benign Neoplasm,  Cervix uteri"
57,Suspected Neoplams/Cancers,91643ddb-1bdf-41fd-838e-1da919b241fd,MALIGNANT (PRIMARY) NEOPLASM: UNSPECIFIED
57,Suspected Neoplams/Cancers,f2b3ac37-4e14-11e4-8a57-0800271c1b75,"Neoplasm, Bladder"
57,Suspected Neoplams/Cancers,f12b766e-4e14-11e4-8a57-0800271c1b75,"Neoplasm, Stomach"
57,Suspected Neoplams/Cancers,dd1ddc9f-4e14-11e4-8a57-0800271c1b75,"Neoplasm, unspec."
57,Suspected Neoplams/Cancers,dd21b6d6-4e14-11e4-8a57-0800271c1b75,"Skin, soft tissue neoplasm, unspec."
58,Physical disability,53b9f3a5-bda8-47cd-88d5-38045c43754f,Physical disability
59,Tryponosomiasis,46508269-1868-40a7-bf49-e676a3aaee4f,Tryponosomiasis
60,Rift valley Fever,564695e7-7b09-41ef-a5d9-cd6843ecfddc,Rift valley Fever
61,Yellow Fever,6d0b68ef-cb62-416f-bfe5-a8fb785ad91c,Yellow Fever
62,Viral Haemrhage Fever,a555117b-c1cb-4c1e-b592-7e70966874f4,Viral Haemrhage Fever
63,Chikungunya,58870d13-82a0-4344-8f80-0c4bd8109583,Chikungunya
64,Dengue Fever,da789f32-ceae-4325-bba7-5b61f11933bf,Dengue Fever
65,Leishmmanlasis(Kala-azar),1a72cd2f-6149-48b2-a822-b9d80a8f7342,Leishmmanlasis(Kala-azar)
66,Cutaneous Leishmaniasis,0507a679-c9ac-42e0-9932-3bfa21f59a4e,Cutaneous Leishmaniasis
67,Suspected Antrax,7d0962a8-9587-4755-bc8a-f686209e9278,Suspected Antrax
68,Covid-19,e2851310-9771-4f91-9456-d041f91088eb,Covid-19
25,Eye Infections,e2f5aa22-4e14-11e4-8a57-0800271c1b75,Glaucoma
25,Eye Infections,e2b14b2b-4e14-11e4-8a57-0800271c1b75,"Conjunctivitis, unspec."
25,Eye Infections,e2f8bf59-4e14-11e4-8a57-0800271c1b75,Other Refractive Errors
25,Eye Infections,829ad21b-a954-4f94-a42e-acf8ae5752e4,Injury
25,Eye Infections,e2e9ae81-4e14-11e4-8a57-0800271c1b75,Corneal Ulcer
25,Eye Infections,e2abe77b-4e14-11e4-8a57-0800271c1b75,Cataract
25,Eye Infections,b1df5e5d-d049-4e60-b4e8-bfcb30b3d4f0,Pseudophakia
25,Eye Infections,d17b8f90-973c-4272-aeb7-edab89ec5109,Strabismus / Amblyopia
25,Eye Infections,39ad6079-a3fc-41e4-8070-2d0629c1138d,Presbyopia
25,Eye Infections,71622c23-03f7-42da-8fb4-82a5450d6d0d,Active Trachoma (T1/TF)
25,Eye Infections,b8a234d1-b029-45f1-9e00-7df52753251f,Inactive Trachoma-(TS/TT)
25,Eye Infections,84daa265-b2e9-4ed9-a3e1-afdd3f50f917,Corneal Scar Trachoma (CO)
25,Eye Infections,072d2f09-432e-4c5f-9869-04dbcbd37151,Corneal Scar Infection-Injury or
25,Eye Infections,26820474-dc00-4179-be1b-91a7487fdc89,Purulent Conjunctivitis
25,Eye Infections,00b675ac-dc66-4c0f-acfb-01a940f617fd,Allergic Conjunctivitis
25,Eye Infections,5ff62e3e-470b-4876-90bb-62bc2a33ed3d,Other Conjunctivitis
25,Eye Infections,f64cd111-5307-4d0d-8f53-325af5d1c665,Ophthalmia Neonatorum
25,Eye Infections,5a3a37dc-8f15-494f-9e07-a2a2a913fed3,Corneal/ Conjunctival FB
25,Eye Infections,8568839c-fddd-4c45-b8c2-db2f7256e5a5,Keratitis
25,Eye Infections,ca3e64c1-a566-4a6e-93a6-27c8301ac2b9,Xerophthalmia
25,Eye Infections,0537bc9e-efee-4a9a-b8f2-8fef72708fd9,Optic Atrophy (non-glaucoma)
25,Eye Infections,1ca25bd3-a3c5-412d-8439-42792082ba8f,Optic Neuritis
25,Eye Infections,bec356d8-1990-410d-9ee8-651ff113eda6,Diabetes without Retinopathy
25,Eye Infections,6a399d54-9f7b-4524-b21d-4f1382228eb8,Diabetic Retinopathy
25,Eye Infections,736bc3a4-3447-41eb-9d90-eccd7d43c7b6,Other retinopathy
25,Eye Infections,443c0c58-296f-4bb1-b498-d6a68ec85c73,Macular Diseases
25,Eye Infections,60c1a9ee-86d0-4680-8d84-736ab7b5fdcc,Uveitis
25,Eye Infections,8bb961d9-c428-4140-ae58-7aa014dad23f,Chalazion / Stye
25,Eye Infections,887f8264-a6bc-4379-a8db-4d529c1d863d,Conjunctival growths
25,Eye Infections,e2e3dd9a-45ee-4aea-be60-e69af0b90483,Retinoblastoma
25,Eye Infections,2be73e2a-0e60-49a9-8b67-39e8c702c0bd,Herpes Zoster ophthalmic us
27,Upper respiratory tract infections,87e2b15c-95a0-4f68-b69e-70b05282bc1f,extra pulmonary tb
27,Upper respiratory tract infections,bc05809c-b8e8-413d-b7c6-3ef747748c39,lymph node tb
27,Upper respiratory tract infections,d392052c-00f1-489f-972e-1ca1db1e4715,pleural extrinsic tb
27,Upper respiratory tract infections,66dc687c-7b65-40f7-a3bd-036f720d5b3c,pericardial tb
27,Upper respiratory tract infections,a269765e-d072-4bad-8416-83d68a1874bb,osteoarticular tb
27,Upper respiratory tract infections,43fe9896-426c-44f9-b30c-f1297ed68c55,skeletal tb
27,Upper respiratory tract infections,1bca8eb8-9e53-42bc-911e-e5cf7349c84d,meningitis tb
27,Upper respiratory tract infections,429201a5-b988-4c6a-9971-aa0e09535e4b,scrotal tb
27,Upper respiratory tract infections,7f880ad7-c4e7-4067-9e3b-7692abdadb5f,eye tb
27,Upper respiratory tract infections,015d692b-b1b3-4a5c-8f49-f510ecbf942e,pentonitis Tb
26,Ear Infections,e25be742-4e14-11e4-8a57-0800271c1b75,Acute Otitis Media
26,Ear Infections,09675b0d-9568-4068-a9c2-8978b66066e9,Otitis Media with Effusion
26,Ear Infections,9b77c66d-f8bc-441d-b2b4-8039c1234db6,Chronic Otitis Media with Effusion
37,Diseases of the Skin,f171e8dc-4e14-11e4-8a57-0800271c1b75,Atopic dermatitis
37,Diseases of the Skin,dcd04e6a-4e14-11e4-8a57-0800271c1b75,"Warts, viral, unspec."
37,Diseases of the Skin,f0e09971-4e14-11e4-8a57-0800271c1b75,Keloids
37,Diseases of the Skin,ea7b296e-4e14-11e4-8a57-0800271c1b75,"Alopecia, unspec."
37,Diseases of the Skin,e2a8a3ba-4e14-11e4-8a57-0800271c1b75,Blepharitis
37,Diseases of the Skin,149186ab-c4f1-49bb-98d9-58c21a24a1a0,Candidiasis
37,Diseases of the Skin,9708cf14-c913-4042-a9c4-f6ee7f13e7dd,Cellulitis
37,Diseases of the Skin,f3a240e2-4e14-11e4-8a57-0800271c1b75,Dermatitis (eczema):
37,Diseases of the Skin,f171e8dc-4e14-11e4-8a57-0800271c1b75,atopic dermatitis
37,Diseases of the Skin,ea7edc4b-4e14-11e4-8a57-0800271c1b75,contact dermatitis
37,Diseases of the Skin,eaa1137b-4e14-11e4-8a57-0800271c1b75,seborrhoeic dermatitis
37,Diseases of the Skin,d36aefac-00d1-43b4-b89d-889b094dbc14,Photodermatitis
37,Diseases of the Skin,a7fc7e19-7945-4ca2-b954-332d428c8f4c,Sezary syndrome
37,Diseases of the Skin,04026608-43e0-4877-b73f-8dcfdd7bee02,epidermodysplasia verruciformis
37,Diseases of the Skin,c118e57a-957b-4106-9971-2c119973fb0f,Psoriasis
37,Diseases of the Skin,ea080e30-f429-4923-9b38-09f395ead18f,Lichen
37,Diseases of the Skin,e1cb860f-df3f-405f-97b1-d94071479485,Contact irritant dermatitis
37,Diseases of the Skin,70c43ca6-ccf2-40e9-aa8f-a392ea1dca72,Verruca planus
37,Diseases of the Skin,82cc2377-939c-40b1-bf93-1726563a97ae,Genital warts
37,Diseases of the Skin,f3143cac-ee35-41f8-a4bb-4a15f8cd38d8,Mycosis fungoides
37,Diseases of the Skin,0157662e-79bd-48fc-b391-af3346d8eaee,Lichen
37,Diseases of the Skin,4c38bc12-df41-45ad-8cf4-d5e3ffd97cc2,Acne
37,Diseases of the Skin,2dc37a97-becf-4ed3-9ab5-81e158e91d46,alopecia areata
37,Diseases of the Skin,04254416-b8b3-4cf0-8a1d-dcbe17d14989,alopecia totalis
37,Diseases of the Skin,d61b9a21-1a26-4c2d-8b5c-b6617b90dad2,alopecia universalis
37,Diseases of the Skin,88af7a11-a357-44a4-935b-9ee542e0dec7,traction alopecia
37,Diseases of the Skin,6faf0cd1-2203-4296-b321-c5c14ee24c44,Angioma
37,Diseases of the Skin,152bcc60-1cea-4b85-9992-89f2c392351c,Athlete's foot
37,Diseases of the Skin,cf60cbb9-8e56-4e52-a6ed-e87ad47c9448,Basal cell carcinoma
37,Diseases of the Skin,c53be6e5-62d5-49fd-970d-a7a1046ce5ba,Bed sore
37,Diseases of the Skin,2695eaf9-b8e6-4a71-81b9-2af16d0519ba,Behcet's Disease
37,Diseases of the Skin,bfa01e53-7010-4608-8277-a174608d85f1,Boil
37,Diseases of the Skin,ec732814-6011-4e37-8a3f-333e91ac3e7c,Bowen's Disease
37,Diseases of the Skin,5a14b4b3-f430-46b4-9f05-b34fd96b134d,Bullous pemphigoid
37,Diseases of the Skin,caafa1c8-59fd-4ddc-9b1a-8f83b64172d7,Calluses and corns
37,Diseases of the Skin,f41200e5-1382-443b-927d-56d92dc0d5c9,Canker sore
37,Diseases of the Skin,5fc08dc3-9f81-4c4c-9997-77d7b8359741,Carbuncles
37,Diseases of the Skin,a2d2976e-8909-463e-87dd-6c63b25fe05d,oral (oral thrush)
37,Diseases of the Skin,f150ce0c-9b49-4880-baac-3e86125ddd55,vaginal (candidal vulvovaginitis)
37,Diseases of the Skin,3cc6df27-16c8-4ab4-a37a-81a85305f669,penile (candidal balanitis)
37,Diseases of the Skin,bba817dd-c74d-4002-bc9a-4c455479c977,in the diaper area (diaper rash)
37,Diseases of the Skin,05202881-fa98-43c9-820d-f447c7c7b37f,in the skin folds (candidal intertrigo)
37,Diseases of the Skin,dcf3345f-33f7-4670-9000-0bfc2abe50e9,Cold sores
37,Diseases of the Skin,4f455161-c16c-4de0-9a49-2d37654b6a31,Creeping eruption
37,Diseases of the Skin,ea157788-a98b-4a56-8295-49923b2f3348,Dandruff
37,Diseases of the Skin,51c509c1-128e-4f4c-93fd-ada28fedb1d7,cradle cap
37,Diseases of the Skin,ab7ab0d8-37cf-44c5-a798-5f470a719d53,nummular dermatitis
37,Diseases of the Skin,e6b9d555-182a-4933-9e34-39c7ef5051bd,stasis dermatitis
37,Diseases of the Skin,8534d302-2a7c-49d7-923d-5c5162ec771a,perioral dermatitis (muzzle rash)
37,Diseases of the Skin,b0f1cb8b-7f3b-4f05-89ee-33b658fe5fa5,dermatitis herpetiformis
