Uuid,Fully specified name:en,Short name:en,Void/Retire,Description:en,Data class,Data type,Members,Answers,_version:1,_order:920
f1bf4a0a-4e14-11e4-8a57-0800271c1b75,Calculus in urethra,,,,Diagnosis,N/A,,,,
f1c14d1d-4e14-11e4-8a57-0800271c1b75,Lymphadenitis,,,,Diagnosis,N/A,,,,
f1c5e152-4e14-11e4-8a57-0800271c1b75,Rheumatic chorea,,,,Diagnosis,N/A,,,,
f1c7dbfc-4e14-11e4-8a57-0800271c1b75,Lymphangitis,,,,Diagnosis,N/A,,,,
f1cae999-4e14-11e4-8a57-0800271c1b75,Nephrotic syndrome with unspecified pathological lesion in kidney,,,,Diagnosis,N/A,,,,
f207f5fd-4e14-11e4-8a57-0800271c1b75,Abscess of breast,,,,Diagnosis,N/A,,,,
f20b15b2-4e14-11e4-8a57-0800271c1b75,Jaundice,,,,Misc,N/A,,,,
f2432cce-4e14-11e4-8a57-0800271c1b75,Amebiasis,,,,Diagnosis,N/A,,,,
f2462974-4e14-11e4-8a57-0800271c1b75,"Benign Neoplasm,  Cervix uteri",,,,Diagnosis,N/A,,,,
f2498695-4e14-11e4-8a57-0800271c1b75,"Carcinoma in situ, Prostate",,,,Diagnosis,N/A,,,,
f28505d5-4e14-11e4-8a57-0800271c1b75,"Carcinoma in situ, Penis",,,,Diagnosis,N/A,,,,
f2ad41e6-4e14-11e4-8a57-0800271c1b75,PERIODONTOSIS,,,,Diagnosis,N/A,,,,
f2b0476f-4e14-11e4-8a57-0800271c1b75,Appendicitis,,,,Diagnosis,N/A,,,,
f2b3ac37-4e14-11e4-8a57-0800271c1b75,"Neoplasm, Bladder",,,,Diagnosis,N/A,,,,
f2ee187d-4e14-11e4-8a57-0800271c1b75,Hemorrhage of gastrointestinal tract,,,,Diagnosis,N/A,,,,
f2f1f936-4e14-11e4-8a57-0800271c1b75,Ulcer of heel and midfoot,,,,Diagnosis,N/A,,,,
f2f76588-4e14-11e4-8a57-0800271c1b75,Epispadias,,,,Diagnosis,N/A,,,,
f2fa859e-4e14-11e4-8a57-0800271c1b75,Spondylolysis,,,,Diagnosis,N/A,,,,
f2fc25c7-4e14-11e4-8a57-0800271c1b75,Major salivary glands,,,,Diagnosis,N/A,,,,
f300c70b-4e14-11e4-8a57-0800271c1b75,Enuresis,,,,Diagnosis,N/A,,,,
f3025723-4e14-11e4-8a57-0800271c1b75,Encopresis,,,,Diagnosis,N/A,,,,
f3055d07-4e14-11e4-8a57-0800271c1b75,Paralysis,,,,Diagnosis,N/A,,,,
f309e3f6-4e14-11e4-8a57-0800271c1b75,Mediastinitis,,,,Diagnosis,N/A,,,,
f30d5cb7-4e14-11e4-8a57-0800271c1b75,Perforation of intestine,,,,Diagnosis,N/A,,,,
f310a3a3-4e14-11e4-8a57-0800271c1b75,Stricture,,,,Diagnosis,N/A,,,,
f3123fe6-4e14-11e4-8a57-0800271c1b75,Uterovaginal prolapse,,,,Diagnosis,N/A,,,,
f315f064-4e14-11e4-8a57-0800271c1b75,Prurigo,,,,Diagnosis,N/A,,,,
f31783e1-4e14-11e4-8a57-0800271c1b75,Ulcer of other part of foot,,,,Diagnosis,N/A,,,,
f31bf9bb-4e14-11e4-8a57-0800271c1b75,Pauciarticular juvenile rheumatoid arthritis,,,,Diagnosis,N/A,,,,
f31f4721-4e14-11e4-8a57-0800271c1b75,Fasciitis,,,,Diagnosis,N/A,,,,
f32227b9-4e14-11e4-8a57-0800271c1b75,Chronic osteomyelitis,,,,Diagnosis,N/A,,,,
f35731b9-4e14-11e4-8a57-0800271c1b75,Encephalocele,,,,Diagnosis,N/A,,,,
f35aa24a-4e14-11e4-8a57-0800271c1b75,Coronary artery anomaly,,,,Diagnosis,N/A,,,,
f3949526-4e14-11e4-8a57-0800271c1b75,"FRACTURE OF NECK AND TRUNK, Rib",,,,Diagnosis,N/A,,,,
f3987cff-4e14-11e4-8a57-0800271c1b75,"FRACTURE OF UPPER LIMB, Ill",,,,Diagnosis,N/A,,,,
f39c4539-4e14-11e4-8a57-0800271c1b75,"Contusion, Chest wall",,,,Diagnosis,N/A,,,,
f39fbd0f-4e14-11e4-8a57-0800271c1b75,Nontraffic accident involving motor,,,,Diagnosis,N/A,,,,
f3a240e2-4e14-11e4-8a57-0800271c1b75,Contact dermatitis and other eczema,,,,Diagnosis,N/A,,,,
aab201cd-7953-4b1e-8821-20d53f8d09af,Diarrhoea,,,,Diagnosis,N/A,,,,
ca3d72a0-bc7d-4270-b1a2-0514dbb79ccb,Dysentery,,,,Diagnosis,N/A,,,,
ddcf6c24-bdce-49be-a71a-f180ff32e140,Tetanus,Tetanus,,,Diagnosis,N/A,,,,
cefb1c9f-48a6-4790-8ea6-549d92c9a441,Polly(AFP),,,,Diagnosis,N/A,,,,
e021e3f5-572d-4749-952d-1b046a4e970a,Confirmed Malaria,Confirmed Malaria,,,Diagnosis,N/A,,,,
67a40202-f91c-466d-84d2-ab4c4d6d7b42,Clinical Malaria,Clinical Malaria,,,Diagnosis,N/A,,,,
1143a5fc-4127-4783-99cb-e2e2c296f377,Malaria in Pregnancy,Malaria in Pregnancy,,,Diagnosis,N/A,,,,
3fdde7b3-b352-41e3-ad9f-c598785db64c,Typhoid fever,Typhoid fever,,,Diagnosis,N/A,,,,
e1b9a81e-f83f-4654-9432-c653d89057c1,Sexually Transmitted Infections,Sexually Transmitted Infections,,,Diagnosis,N/A,,,,
604df2ae-2af2-42cb-9180-bb6b33a57556,Urinary Tract Infection,Urinary Tract Infection,,,Diagnosis,N/A,,,,
d8428112-3e69-4371-b61a-8ce7e788e9fe,Bilharzia,Bilharzia,,,Diagnosis,N/A,,,,
c18f73d3-1591-4b7b-a46b-23fae6748aa0,Malnutrition,Malnutrition,,,Diagnosis,N/A,,,,
d4a17cdf-d965-4b5c-80ed-70c73f959dee,Anaemia,Anaemia,,,Diagnosis,N/A,,,,
6d69004e-ec76-4754-961f-fe33796a394b,Eye infections,Eye infections,,,Diagnosis,N/A,,,,
21041918-2b5a-4a67-b375-807bf35370f7,Ear Infection,Ear Infection,,,Diagnosis,N/A,,,,
7620e8a8-7d8d-42d8-9218-2af56d65248c,HyperTension.,Hypertension,,,Diagnosis,N/A,,,,
2efd59cc-f8ca-48ac-b2aa-119aa69aae8f,"Rheumatism, joint pains","Rheumatism, Joint pains e.t.c",,,Diagnosis,N/A,,,,
b03bc618-f2da-4569-9859-4a67b456eb60,Poisoning,,,,Diagnosis,N/A,,,,
343061c1-aba1-4725-bacb-2a22e0f338e2,"Accidents - Fractures, Injuries e.t.c","Accidents - Fractures, Injuries e.t.c",,,Diagnosis,N/A,,,,
2c983e20-62fa-4f21-8b2c-89507af63ddd,Burns,Burns,,,Diagnosis,N/A,,,,
94aa0207-2aa1-475e-adca-3f941af0cec7,"Bites- Animal, Snake E.t.c","Bites- Animal, Snake E.t.c",,,Diagnosis,N/A,,,,
70124a02-a1d6-4c14-930e-366e9a171813,"Diagnosis, Diabetes",Diabetes,,,Diagnosis,N/A,,,,
534fbdcf-9fe9-4e0c-b164-aafb861ad11e,Epilepsy,Epilepsy,,,Diagnosis,N/A,,,,
0970a075-5a55-4591-9974-ff6db23059ef,Dracunculiasis,Dracunculiasis,,,Diagnosis,N/A,,,,
6d0b68ef-cb62-416f-bfe5-a8fb785ad91c,Yellow Fever,Yellow Fever,,,Diagnosis,N/A,,,,
a555117b-c1cb-4c1e-b592-7e70966874f4,Viral Haemorrhagic fever,Viral Haemorrhagic fever,,,Diagnosis,N/A,,,,
662cd48f-428e-4155-b75a-5bf6953f1c37,New Aids Cases,New Aids Cases,,,Diagnosis,N/A,,,,
82b94b78-7733-4f42-9497-bd9f2e5d2461,Plaque,Plaque,,,Diagnosis,N/A,,,,
2a6314c1-e652-40eb-b4b3-74b4f10cba84,Brucellosis,Brucellosis,,,Diagnosis,N/A,,,,
c7ed73da-fbaf-4fad-89f2-7229f2648253,My Diagnosis,,,,Diagnosis,N/A,,,,
